Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Micronesia, Fed. Sts.",FSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,296525300,306450200.926878,300353437.593833,288764224.832153,282538297.972131,296471675.711075,298546977.441053,308100480.719167,..
"Micronesia, Fed. Sts.",FSM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,99.9999999976209,99.9999999976395,99.9999999836124,99.9999999837514,..
"Micronesia, Fed. Sts.",FSM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,40.1,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,3,3.5,3.5,3.5,3.5,3.5,3.5,..
"Micronesia, Fed. Sts.",FSM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,24.1889966893213,25.2668532676591,27.2082916958857,26.4207899238262,23.4832792137344,30.0676182507947,25.5741634626227,..,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,8.86250019073486,..,..,..,..
Moldova,MDA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5811604051.96737,6206793144.22054,6163345582.70734,6742700073.59761,7066349660.23491,7038084252.44231,7354798041.3823,7685763945.87477,..
Moldova,MDA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Moldova,MDA,GINI index (World Bank estimate),SI.POV.GINI,32.1,30.6,29.2,28.5,26.8,27,26.3,25.9,..
Moldova,MDA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3.5,3.5,3.5,3,2.5,2.5,2.5,..
Moldova,MDA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,26.3229814691074,23.7090558669758,24.3259057045236,23.687581764491,24.8100889768634,25.2940653041199,37.8715031732177,..,..
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.44640016555786,6.68219995498657,5.57779979705811,5.10430002212524,3.85640001296997,3.69420003890991,4.18499994277954,4.09759998321533,2.97849988937378
Monaco,MCO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5362649006.62252,5741986754.96689,5798543046.35761,6353509933.77483,6809668874.17219,7146225165.56292,7375894039.7351,..,..
Monaco,MCO,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
Monaco,MCO,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Monaco,MCO,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,6.32999992370605,..,..
Mongolia,MNG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7189481824.07288,8432599135.69306,9471480157.75525,10574804943.2739,11408652157.2819,11680159346.4038,11816629563.8777,12443108087.7382,..
Mongolia,MNG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,98.1381408576542,98.3571053128066,98.0742270029423,97.7080159705244,96.8341705588606,97.9517847849117,96.8317523332843,97.0139805896742,..
Mongolia,MNG,GINI index (World Bank estimate),SI.POV.GINI,33.1,33.9,33.8,..,32,..,32.3,..,..
Mongolia,MNG,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,..
Mongolia,MNG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.54939985275269,4.76929998397827,3.90490007400513,4.23120021820068,4.79809999465942,4.86070013046265,7.23509979248047,6.35939979553223,..
Montenegro,MNE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4139192052.98013,4271646198.67549,4156311751.31125,4301782662.60716,4379214750.53407,4528108052.05224,4659423185.56174,4878416075.28316,..
Montenegro,MNE,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Montenegro,MNE,GINI index (World Bank estimate),SI.POV.GINI,28.9,30.8,32.3,32.4,31.9,..,..,..,..
Montenegro,MNE,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,19.6487007141113,19.6707992553711,19.9745006561279,19.4955005645752,17.9965000152588,17.5438003540039,17.7233009338379,16.0711002349854,..
Morocco,MAR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,93216746661.5977,98106615021.8513,101059586129.684,105643067055.469,108463202314.752,113383503344.942,114660176026.022,119346918537.72,..
Morocco,MAR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Morocco,MAR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,39.5,..,..,..,..,..
Morocco,MAR,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,50.9624992353025,55.6277203238232,..,..,..,..,..,..,..
Morocco,MAR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.09000015258789,8.90999984741211,8.98999977111816,9.22999954223633,9.69999980926514,9.46000003814697,9.30000019073486,..,..
Mozambique,MOZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,10154238250.1818,10876976988.9172,11659922005.0362,12492636711.0012,13422597262.8268,14307681441.3748,14846118924.9258,15400912189.5206,..
Mozambique,MOZ,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Mozambique,MOZ,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,54,..,..,..,..
Mozambique,MOZ,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,2.5,2.5,2.5,..
Mozambique,MOZ,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,3.42639994621277,..,..,..
Myanmar,MMR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,49540813342.4834,52310879190.5434,56146663569.5951,60877582017.3893,65742258214.0691,70339509334.1836,74463144017.5661,79495831532.5896,..
Myanmar,MMR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Myanmar,MMR,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,38.1,..,..,..
Myanmar,MMR,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,2.5,3,3,3,2.5,..
Myanmar,MMR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,0.765900015830994,..,1.55110001564026,..
Namibia,NAM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,11282192605.0374,11856607186.6558,12456750940.0066,13156162589.0949,13991799668.839,14843393221.7746,14938635789.2625,14797041273.722,..
Namibia,NAM,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Namibia,NAM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,59.1,..,..,..
Namibia,NAM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,16.9449717307022,23.1056935631209,20.6628679154414,23.2558678839255,23.0757673265434,..,..,..,..
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,22.1000003814697,..,16.7707996368408,19.0280990600586,18.5207004547119,..,23.3518009185791,..,..
Nauru,NRU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,49248810.5726872,55003298.714554,60551234.7886973,81268829.1817221,110951536.071344,114067267.372321,125930267.741209,131162273.816681,..
Nauru,NRU,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
Nauru,NRU,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Nauru,NRU,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,22.9599990844727,..,13.2815999984741,..,..,..,..,..
Nepal,NPL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,16002656434.4746,16550239851.6396,17341538638.0319,18057549555.5864,19139013428.6013,19774984746.8631,19891395830.2133,21463958187.2336,..
Nepal,NPL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Nepal,NPL,GINI index (World Bank estimate),SI.POV.GINI,32.8,..,..,..,..,..,..,..,..
Nepal,NPL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,3,3,3,3,3,3,3,..
Nepal,NPL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,33.8625212320188,..,..,..,..,..,..,..,..
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..
Netherlands,NLD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,846554894931.084,859686563415.02,850828748549.33,849721180188.272,861816072387.648,878700511739.773,897959111458.476,923720051583.617,..
Netherlands,NLD,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,99.9999999999627,99.8704497249189,99.8344140530631,99.8116826887052,99.5957983323731,99.5981414813269,..
Netherlands,NLD,GINI index (World Bank estimate),SI.POV.GINI,27.8,27.7,27.6,28.1,28.6,28.2,..,..,..
Netherlands,NLD,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.45039987564087,4.97730016708374,5.82089996337891,7.24300003051758,7.41580009460449,6.87200021743774,6.00629997253418,4.83860015869141,..
New Caledonia,NCL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,14.5900001525879,..,..,..,..
New Zealand,NZL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,146583831538.331,150535436255.419,154297943910.046,157411691834.191,162991922799.551,170219465391.419,176128560656.594,181094413096.951,..
New Zealand,NZL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,9.81955068968898,9.77603573456188,4.47260643839101,0.352390197342067,0.350996257610459,0.349574373935346,0,0,..
New Zealand,NZL,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,34.8987720833292,48.375228028381,51.8343418922896,46.5579947989426,44.2219342134595,43.3955721150826,42.1013500592099,..,..
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.55700016021729,6.49100017547607,6.93100023269653,6.2649998664856,5.7519998550415,5.36520004272461,5.09999990463257,4.7020001411438,..
Nicaragua,NIC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8758622328.66962,9311876958.36283,9916789200.31374,10405398732.2837,10903344947.3144,11423282813.3338,11955466051.3827,12536632610.9898,..
Nicaragua,NIC,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.9381004626293,99.9385321313053,99.9389752791207,99.9394325332548,99.9290854550325,99.9295179907473,99.9032289755351,99.9026951322358,..
Nicaragua,NIC,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,46.2,..,..,..,..
Nicaragua,NIC,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,3,3,3,2.5,2.5,..
Nicaragua,NIC,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.82999992370605,..,5.2076997756958,5.28000020980835,4.51949977874756,..,..,..,..
Niger,NER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5718664504.91341,5849222100.87591,6542344343.36383,6887022187.35269,7405549053.88734,7726733075.77883,8107346610.4362,8504074484.1656,..
Niger,NER,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Niger,NER,GINI index (World Bank estimate),SI.POV.GINI,..,31.5,..,..,34.3,..,..,..,..
Niger,NER,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,..
Niger,NER,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,0.3192999958992,..,..,0.523899972438812,..,..,..,..
Nigeria,NGA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,363359886203.263,382646753549.868,398832945309.058,425440428748.346,452284522849.836,464282244064.115,456775408619.475,460456500518.969,..
Nigeria,NGA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Nigeria,NGA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,..
Nigeria,NGA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,9.59784414550607,10.3264866984522,10.4550769455426,10.5003131897267,..,..,..,..,..
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,3.769700050354,..,3.70329999923706,4.56230020523071,4.31099987030029,..,..,..
North Macedonia,MKD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,9407168702.4313,9627285730.14823,9583392749.46174,9863680783.27402,10221697015.4563,10615805818.6144,10918190832.9895,10944451376.2916,..
North Macedonia,MKD,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
North Macedonia,MKD,GINI index (World Bank estimate),SI.POV.GINI,40.2,39.4,38.1,36.2,35.2,35.6,..,..,..
North Macedonia,MKD,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,32.0196990966797,31.3775005340576,..,28.9960994720459,..,26.0683994293213,23.7243995666504,22.3812007904053,..
Northern Mariana Islands,MNP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,799000000,737538461.538462,741503722.084367,759347394.540943,788095533.498759,814861042.183623,1044846153.84615,1307544665.01241,..
Northern Mariana Islands,MNP,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,30.7692307692308,34.6153846153846,26.9230769230769,26.9230769230769,..
Northern Mariana Islands,MNP,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.1700000762939,..,..,..,..,..,..,..,..
Norway,NOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,429130952709.224,433301826113.332,445094684704.26,449743204980.008,458626161483.524,467661339633.255,473214138828.071,482585850268.854,..
Norway,NOR,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,11.888745618966,31.4114283247379,2.89436539181942,2.23618986571746,2.24550939546259,2.02465674369929,2.03428827818451,2.04383779996992,..
Norway,NOR,GINI index (World Bank estimate),SI.POV.GINI,25.7,25.3,25.7,26.4,26.8,27.5,..,..,..
Norway,NOR,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Norway,NOR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.521399974823,3.21490001678467,3.12280011177063,3.42309999465942,3.48379993438721,4.29589986801147,4.67889976501465,4.16209983825684,..
Oman,OMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,58642392717.8153,57992197659.2978,63404421326.3979,66176853055.9168,67997399219.7659,71221326397.9194,74768270221.0663,74074382054.6164,..
Oman,OMN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Oman,OMN,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Oman,OMN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Oman,OMN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,5.03902785169416,4.77451956205497,4.61389764981178,4.90713903725662,..,..,..,..,..
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,3.26999998092651,..,..
Pakistan,PAK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,177406854514.885,182282709027.43,188675424552.08,196970457770.58,206178251481.055,215932848620.679,227866886765.975,240856714914.19,..
Pakistan,PAK,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,100,100,..
Pakistan,PAK,GINI index (World Bank estimate),SI.POV.GINI,29.8,30.9,..,30.7,..,33.5,..,..,..
Pakistan,PAK,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,2.5,2.5,2.5,3,3,3,..
Pakistan,PAK,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,0.652899980545044,0.796000003814697,..,2.95370006561279,1.82679998874664,3.56590008735657,..,..,4.08319997787476
Palau,PLW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,182863000,192713097.530363,199645404.831355,195444962.626798,204777169.942472,226137421.854038,227328191.325769,219211286.341691,..
Palau,PLW,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,..,..,..,..,..,..,..,..,..
Palau,PLW,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Palau,PLW,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Palau,PLW,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,33.3031460711024,26.2389989215238,26.9858992725316,22.7856426814446,21.5206657084906,60.7223635730954,66.6870544386309,..,..
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,0.574199974536896,..,..,..,..
Panama,PAN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,29440287600,32771051605.8051,35975676272.1291,38459234340.855,40407814956.7071,42724269829.1143,44846154386.8839,47232508570.5691,..
Panama,PAN,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,96.217829998677,97.2288327540679,96.6129744477533,93.4757596723068,90.5260805824733,87.2894289287745,72.1342665357812,71.6367476557604,..
Panama,PAN,GINI index (World Bank estimate),SI.POV.GINI,51.6,51.3,51.7,51.5,50.5,50.8,50.4,49.9,..
Panama,PAN,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Panama,PAN,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.71300005912781,2.31119990348816,2.39059996604919,2.30049991607666,2.7228000164032,3.00180006027222,3.31459999084473,3.89980006217957,..
Papua New Guinea,PNG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,14250726289.854,14408526151.1887,15078295061.1831,15655783399.2449,18070132678.1214,19027666646.6262,19330660417.7144,19822767444.4862,..
Papua New Guinea,PNG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,99.9999999999858,99.9999999999861,99.995489323367,99.9951657438565,..
Papua New Guinea,PNG,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3,3,..
Papua New Guinea,PNG,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,27.0702959830867,31.4458134976197,..,..,..
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.00169992446899,2.61999988555908,..,..,..,..,..,..,..
Paraguay,PRY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,27215968615.5548,28372405343.9011,28219616269.0248,30595001137.8313,32082190602.0107,33070442062.4899,34496738801.8119,36294202789.0535,..
Paraguay,PRY,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,100,100,100,98.9351773847129,99.0583082497181,..
Paraguay,PRY,GINI index (World Bank estimate),SI.POV.GINI,51,52.3,47.6,47.9,50.7,47.6,47.9,48.8,..
Paraguay,PRY,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,6.2172999382019
Peru,PER,GDP (constant 2010 US$),NY.GDP.MKTP.KD,147528937028.778,156863376722.64,166494356217.325,176238468734.981,180425935063.003,186292249117.558,193653231881.727,198549227551.558,..
Peru,PER,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,100,100,100,99.9997658350261,99.9995266776693,99.9733888894223,99.9687020733907,99.9629262855861,..
Peru,PER,GINI index (World Bank estimate),SI.POV.GINI,45.5,44.7,44.4,43.9,43.2,43.4,43.6,43.3,..
Peru,PER,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,..,..,..,..,..,..,..,..,..
Peru,PER,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,23.6817913396941,20.7202165724133,19.2166594587652,18.3905633306831,19.3156337344849,22.5641633466164,23.2142536556514,..,..
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,6.43190002441406
Philippines,PHL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,199590775190.258,206895301780.44,220723809025.295,236315792450.895,250838103974.997,266055320224.315,284348525313.875,303355852257.339,..
Philippines,PHL,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,99.9999999999859,99.9952411890707,99.9969334901863,99.7148013590572,99.0197530570836,99.4330928712387,96.8159756919104,96.3706587650922,..
Philippines,PHL,GINI index (World Bank estimate),SI.POV.GINI,..,..,42.2,..,..,40.1,..,..,..
